i t0002 t0004 t0008 t0016 t0032 t0064 t0128 t0256 t0512 t1024 tall
229 0.33772 -0.197279 0.228034 0.284861 0.0971728 0.158769 0.103412 0.0353017 0.408958 0.0673944 0.197824
230 0 -0.170872 0.144954 0.324278 0.112818 0.151891 0.102286 0.0308777 0.409353 0.0676926 0.1978
231 -0.156171 -0.00896851 0.0603819 0.366851 0.124361 0.14448 0.100833 0.0264871 0.409729 0.0679942 0.197769
232 0 0 0 0.40771 0.131512 0.13657 0.0990526 0.02213 0.410086 0.0682993 0.197714
233 0.00313496 -0.0747924 -0.0605138 0.4423 0.134104 0.128196 0.0969472 0.0178067 0.410423 0.0686077 0.197623
234 0 -0.0988486 -0.145683 0.466842 0.132099 0.119397 0.0945186 0.0135172 0.410742 0.0689195 0.197501
235 -0.231688 -0.044521 -0.229649 0.478673 0.125579 0.110215 0.0917697 0.00926146 0.411041 0.0692348 0.197348
236 0 0 -0.273692 0.47648 0.114745 0.100697 0.0887044 0.00503945 0.411322 0.0695534 0.19718
237 0.142061 -0.00070196 -0.256211 0.460424 0.0999151 0.0908881 0.0853274 0.000850868 0.411583 0.0698754 0.196992
238 0 -0.0467749 -0.184672 0.432146 0.0815099 0.0808383 0.0816442 -0.00330464 0.411825 0.0702007 0.19678
239 -0.25388 -0.0557568 -0.0895122 0.394671 0.0600477 0.0705973 0.0776614 -0.00742755 0.412047 0.0705295 0.196549
240 0 0 0 0.352192 0.0361312 0.0602154 0.0733864 -0.0115185 0.412251 0.0708615 0.196314
241 0.181584 0.0269791 0.092925 0.309461 0.0104342 0.0497429 0.0688277 -0.0155781 0.412435 0.071197 0.196063
242 0 -0.0458929 0.203536 0.270144 -0.0163142 0.0392292 0.0639945 -0.0196073 0.4126 0.0715357 0.195796
243 -0.127738 -0.0823733 0.298004 0.236788 -0.0433468 0.0287221 0.0588974 -0.0236071 0.412746 0.0718778 0.195524
244 0 0 0.334437 0.210963 -0.0698781 0.0182672 0.0535477 -0.0275785 0.412873 0.0722233 0.195254
245 0.225637 0.0618444 0.29569 0.193267 -0.0951255 0.00790663 0.0479578 -0.0315229 0.41298 0.072572 0.194971
246 0 -0.0202128 0.200139 0.183374 -0.118333 -0.00232117 0.0421415 -0.0354416 0.413068 0.0729241 0.194662
247 0.079786 -0.0862418 0.0903987 0.180129 -0.138795 -0.0123829 0.0361132 -0.0393362 0.413138 0.0732794 0.194365
248 -0 0 0 0.181677 -0.155888 -0.0222511 0.0298888 -0.0432084 0.413188 0.073638 0.194086
249 -0.258611 0.139153 -0.0889721 0.185647 -0.169093 -0.0319051 0.0234852 -0.0470599 0.413219 0.074 0.193815
250 0 0.190592 -0.192254 0.189368 -0.178034 -0.0413322 0.0169204 -0.0508929 0.41323 0.0743652 0.193552
251 0.206113 0.090898 -0.27822 0.190132 -0.182505 -0.0505286 0.0102138 -0.0547094 0.413223 0.0747336 0.193288
252 0 0 -0.309044 0.185505 -0.18251 -0.0595009 0.00338584 -0.0585117 0.413197 0.0751053 0.193032
253 -0.231665 0.0136703 -0.270398 0.173673 -0.178298 -0.0682666 -0.0035418 -0.0623024 0.413151 0.0754803 0.1928
254 0 0.146131 -0.180772 0.153838 -0.170401 -0.0768558 -0.0105461 -0.0660842 0.413087 0.0758585 0.192598
255 -0.0708287 0.162714 -0.0804325 0.126647 -0.159676 -0.0853123 -0.0176028 -0.0698597 0.413004 0.0762399 0.192383
256 0 0 0 0.09468 -0.147351 -0.0936951 -0.0246863 -0.0736321 0.412901 0.0766246 0.192154
257 0.126848 -0.138541 0.0813563 0.0634677 -0.134734 -0.102037 -0.0317772 -0.0774034 0.41278 0.0770124 0.191926
258 0 -0.0682893 0.185879 0.0410899 -0.122153 -0.110217 -0.0388848 -0.0811714 0.41264 0.0774035 0.191717
259 0.365405 0.0561135 0.281711 0.0329179 -0.109741 -0.118089 -0.0460237 -0.0849328 0.412481 0.0777977 0.191529
260 0 0 0.325488 0.0411008 -0.0977115 -0.125522 -0.0532064 -0.0886845 0.412304 0.0781952 0.191315
261 -0.499339 -0.145766 0.296097 0.065162 -0.0863319 -0.132397 -0.0604436 -0.0924232 0.412107 0.0785958 0.191089
262 0 -0.220402 0.206995 0.10258 -0.0759026 -0.138614 -0.0677439 -0.0961459 0.411892 0.0789995 0.190883
263 0.203204 -0.120266 0.097062 0.149353 -0.0667353 -0.144083 -0.0751142 -0.0998496 0.411659 0.0794064 0.190686
264 0 0 0 0.200545 -0.0591345 -0.148728 -0.0825596 -0.103531 0.411406 0.0798165 0.190489
265 0.268295 0.00228557 -0.101175 0.250818 -0.0533814 -0.152488 -0.0900837 -0.107188 0.411135 0.0802297 0.190292
266 0 -0.159511 -0.229732 0.294948 -0.0497203 -0.15531 -0.0976884 -0.110817 0.410846 0.080646 0.190064
267 -0.429115 -0.19482 -0.346471 0.328323 -0.0483468 -0.157156 -0.105374 -0.114415 0.410538 0.0810654 0.189836
268 0 0 -0.398703 0.347426 -0.0493988 -0.157998 -0.11314 -0.117981 0.410212 0.0814879 0.189645
269 0.0180392 0.272966 -0.36131 0.3503 -0.0529495 -0.157817 -0.120985 -0.12151 0.409868 0.0819135 0.189459
270 0 0.411149 -0.251515 0.336999 -0.0590026 -0.156607 -0.128904 -0.125 0.409506 0.0823421 0.189269
271 0.434534 0.223305 -0.117376 0.31002 -0.0674901 -0.154369 -0.136893 -0.12845 0.409125 0.0827739 0.189064
272 0 0 0 0.274724 -0.0782723 -0.151113 -0.144946 -0.131856 0.408726 0.0832087 0.188832
273 -0.110103 -0.0703316 0.0938589 0.237598 -0.0911401 -0.146859 -0.153058 -0.135215 0.408309 0.0836465 0.188613
274 0 0.0814428 0.121524 0.19928 -0.105819 -0.141633 -0.16122 -0.138526 0.407875 0.0840874 0.188402
275 0.00651105 0.168636 0.0733144 0.159378 -0.121977 -0.135471 -0.169424 -0.141787 0.407422 0.0845313 0.188172
276 0 0 -0.019884 0.118121 -0.139233 -0.128412 -0.17766 -0.144994 0.406952 0.0849782 0.187921
277 -0.134335 -0.279357 -0.108613 0.076123 -0.157168 -0.120504 -0.18592 -0.148145 0.406464 0.0854281 0.187667
278 0 -0.437981 -0.145525 0.0341794 -0.175339 -0.111801 -0.194192 -0.15124 0.405958 0.0858809 0.187446
279 -0.041374 -0.249299 -0.104758 -0.006896 -0.193296 -0.102361 -0.202466 -0.154274 0.405435 0.0863368 0.187272
280 0 0 0 -0.0463998 -0.2106 -0.0922476 -0.210729 -0.157247 0.404894 0.0867956 0.187129
281 0.152666 0.0965558 0.114366 -0.0838301 -0.226841 -0.0815281 -0.21897 -0.160157 0.404336 0.0872574 0.186994
282 0 -0.0538725 0.198628 -0.118941 -0.241666 -0.0702739 -0.227176 -0.163 0.403761 0.0877221 0.186843
283 -0.342403 -0.161582 0.226263 -0.151759 -0.254798 -0.0585597 -0.235334 -0.165777 0.403168 0.0881897 0.186694
284 0 0 0.190883 -0.182566 -0.266072 -0.0464627 -0.243432 -0.168484 0.402559 0.0886603 0.186577
285 0.313229 0.186565 0.112594 -0.211839 -0.275453 -0.0340627 -0.251455 -0.171119 0.401932 0.0891337 0.186467
286 0 0.134321 0.0317741 -0.240164 -0.283081 -0.0214409 -0.259391 -0.173682 0.401289 0.0896101 0.186341
287 -0.102873 -0.024435 -0.00973179 -0.268098 -0.289296 -0.00868013 -0.267226 -0.176171 0.400629 0.0900893 0.186233
288 0 0 0 -0.296008 -0.294677 0.00413633 -0.274946 -0.178583 0.399952 0.0905714 0.186163
289 0.124263 0.169902 0.0127405 -0.325387 -0.300084 0.0169248 -0.282537 -0.180918 0.399259 0.0910563 0.18611
290 0 0.334101 -0.0151436 -0.360998 -0.306422 0.0296017 -0.289986 -0.183174 0.398549 0.0915441 0.186044
291 0.138616 0.233368 -0.075749 -0.403445 -0.314248 0.0420844 -0.297279 -0.185349 0.397823 0.0920347 0.185958
292 0 0 -0.137331 -0.449249 -0.32377 0.0542913 -0.304402 -0.187443 0.397081 0.0925282 0.185859
293 -0.308144 -0.149785 -0.168042 -0.492786 -0.334916 0.0661425 -0.311343 -0.189453 0.396322 0.0930244 0.185774
294 0 -0.0649513 -0.150619 -0.527885 -0.347387 0.0775604 -0.318088 -0.191378 0.395548 0.0935234 0.185737
295 -0.0622257 0.0713863 -0.0880193 -0.549085 -0.36072 0.0884698 -0.324624 -0.193218 0.394757 0.0940252 0.185722
296 0 -0 0 -0.552538 -0.374332 0.0987988 -0.330939 -0.19497 0.393951 0.0945297 0.18572
297 0.370355 -0.212963 0.10432 -0.536573 -0.387568 0.108479 -0.33702 -0.196635 0.39313 0.095037 0.185741
298 0 -0.390943 0.240718 -0.501914 -0.399745 0.117446 -0.342855 -0.19821 0.392293 0.0955471 0.18578
299 0.000378655 -0.258917 0.367656 -0.451555 -0.410184 0.125641 -0.348434 -0.199696 0.39144 0.0960598 0.185867
300 0 0 0.42746 -0.390283 -0.418245 0.133008 -0.353744 -0.20109 0.390572 0.0965753 0.185968
301 -0.332771 0.133284 0.391175 -0.323868 -0.423353 0.139499 -0.358775 -0.202392 0.389689 0.0970934 0.186051
302 0 -0.0136111 0.27524 -0.257895 -0.425019 0.14507 -0.363517 -0.203602 0.388791 0.0976143 0.186126
303 0.220239 -0.149713 0.129996 -0.196261 -0.422863 0.149685 -0.36796 -0.204717 0.387878 0.0981378 0.186207
304 0 0 0 -0.139322 -0.41662 0.153313 -0.372094 -0.205739 0.386951 0.0986639 0.186314
305 -0.257416 0.259779 -0.109706 -0.0834645 -0.406156 0.155932 -0.375912 -0.206665 0.386009 0.0991927 0.186449
306 0 0.368037 -0.16309 -0.0281039 -0.391467 0.157528 -0.379405 -0.207495 0.385052 0.0997242 0.186614
307 -0.129538 0.184453 -0.142704 0.0243085 -0.372679 0.158094 -0.382566 -0.208229 0.384082 0.100258 0.186784
308 0 0 -0.0663208 0.0702789 -0.350044 0.157631 -0.385387 -0.208866 0.383097 0.100795 0.186983
309 0.11036 -0.134954 0.0249706 0.106265 -0.323931 0.156153 -0.387863 -0.209406 0.382098 0.101334 0.187198
310 0 -0.208644 0.0830382 0.129444 -0.294808 0.153679 -0.389988 -0.209847 0.381085 0.101876 0.187413
311 -0.0650649 -0.116886 0.0733516 0.138259 -0.263225 0.150242 -0.391757 -0.210191 0.380058 0.10242 0.187628
312 0 0 0 0.132741 -0.22979 0.145882 -0.393166 -0.210436 0.379018 0.102967 0.187838
313 0.283472 0.143232 -0.0917037 0.114604 -0.195141 0.140653 -0.394211 -0.210582 0.377965 0.103516 0.188053
314 0 0.293481 -0.184478 0.0871183 -0.159909 0.134619 -0.394889 -0.210628 0.376898 0.104068 0.188263
315 -0.172777 0.211009 -0.249712 0.0547596 -0.124686 0.127856 -0.395199 -0.210576 0.375818 0.104623 0.188474
316 0 0 -0.260328 0.0226336 -0.0899782 0.120452 -0.395138 -0.210423 0.374725 0.10518 0.188707
317 0.204453 -0.114707 -0.212426 -0.00432398 -0.0561596 0.112508 -0.394706 -0.210171 0.373619 0.105739 0.188974
318 0 0.0166221 -0.129746 -0.0223711 -0.0234214 0.104139 -0.393903 -0.20982 0.372501 0.106301 0.189275
319 -0.341772 0.134771 -0.0509971 -0.0302072 0.00828558 0.0954731 -0.39273 -0.209368 0.37137 0.106865 0.189592
320 0 0 0 -0.0304454 0.0393117 0.0866516 -0.391187 -0.208817 0.370227 0.107432 0.189919
321 0.0278847 -0.123943 0.0432497 -0.0285792 0.0699679 0.0777969 -0.389278 -0.208166 0.369072 0.108001 0.190258
322 0 0.0182435 0.0869235 -0.0238988 0.0992817 0.0689085 -0.387005 -0.207416 0.367904 0.108572 0.190629
323 0.303812 0.145964 0.117551 -0.0139938 0.126088 0.0599652 -0.384372 -0.206566 0.366725 0.109146 0.191018
324 0 0 0.122433 0.00291863 0.149414 0.0509585 -0.381382 -0.205617 0.365534 0.109722 0.191385
325 -0.251926 -0.143201 0.0997931 0.0278489 0.16848 0.0418911 -0.378042 -0.204569 0.364332 0.110301 0.191759
326 0 -0.00934808 0.060857 0.0609589 0.182693 0.0327757 -0.374355 -0.203423 0.363119 0.110882 0.192168
327 0.266247 0.131918 0.0238628 0.101554 0.191643 0.0236337 -0.37033 -0.202178 0.361894 0.111465 0.192589
328 0 -0 0 0.148142 0.1951 0.014494 -0.365972 -0.200836 0.360658 0.112051 0.192991
329 -0.193758 -0.283273 -0.0280529 0.198564 0.193001 0.00539196 -0.36129 -0.199396 0.359412 0.112638 0.19339
330 0 -0.478033 -0.0840177 0.250185 0.185447 -0.00363184 -0.356292 -0.197859 0.358155 0.113228 0.193802
331 -0.164552 -0.293728 -0.151106 0.300164 0.172687 -0.0125325 -0.350986 -0.196225 0.356887 0.113821 0.194231
332 0 0 -0.197013 0.345782 0.155113 -0.0212618 -0.345383 -0.194496 0.35561 0.114415 0.194682
333 0.0336614 0.296531 -0.198634 0.384846 0.133241 -0.0297692 -0.339491 -0.192671 0.354322 0.115012 0.195142
334 0 0.48706 -0.153784 0.416152 0.107698 -0.0380028 -0.333323 -0.190751 0.353024 0.115611 0.195606
335 0.456715 0.291365 -0.0799413 0.440028 0.0792094 -0.0459098 -0.326889 -0.188738 0.351716 0.116212 0.196067
336 -0 0 0 0.458933 0.0485779 -0.0534378 -0.3202 -0.186631 0.350399 0.116815 0.196513
337 -0.497186 -0.166625 0.0666673 0.476181 0.0166664 -0.0605352 -0.31327 -0.184432 0.349073 0.117421 0.196977
338 0 -0.085382 0.0804126 0.489195 -0.0156225 -0.067152 -0.30611 -0.182141 0.347737 0.118029 0.197479
339 0.0579512 0.0635665 0.03608 0.493369 -0.0473675 -0.0732403 -0.298734 -0.179759 0.346393 0.118638 0.197977
340 0 0 -0.0392502 0.484488 -0.0776521 -0.0787552 -0.291155 -0.177286 0.345039 0.11925 0.198463
341 0.403611 -0.157381 -0.105757 0.459409 -0.105589 -0.0836549 -0.283386 -0.174725 0.343677 0.119864 0.198966
342 0 -0.216714 -0.127789 0.416541 -0.130344 -0.0879016 -0.275443 -0.172076 0.342307 0.12048 0.199481
343 -0.0703128 -0.104199 -0.0881826 0.356118 -0.151168 -0.0914616 -0.26734 -0.169339 0.340928 0.121098 0.200042
344 0 0 0 0.280274 -0.167419 -0.0943058 -0.259091 -0.166516 0.339542 0.121718 0.200633
345 -0.228519 0.0994461 0.0885183 0.192903 -0.178596 -0.0964103 -0.250711 -0.163608 0.338147 0.122341 0.201238
346 0 0.201409 0.129645 0.099319 -0.184372 -0.0977561 -0.242215 -0.160616 0.336745 0.122965 0.201867
347 -0.0445493 0.143661 0.109868 0.00571645 -0.184621 -0.09833 -0.233618 -0.15754 0.335335 0.123591 0.202497
348 0 0 0.0452257 -0.0815833 -0.179459 -0.0981243 -0.224937 -0.154383 0.333918 0.124219 0.203146
349 -0.108716 -0.158787 -0.0295836 -0.157084 -0.169275 -0.097137 -0.216185 -0.151146 0.332494 0.124849 0.203826
350 0 -0.250116 -0.0750557 -0.217275 -0.154769 -0.0953721 -0.207379 -0.147828 0.331063 0.125481 0.204557
351 0.0321281 -0.143111 -0.0637275 -0.261992 -0.136992 -0.0928396 -0.198534 -0.144433 0.329626 0.126115 0.205345
352 0 0 0 -0.295988 -0.117383 -0.0895552 -0.189665 -0.140961 0.328182 0.126751 0.206172
353 0.430476 0.0988171 0.0649621 -0.327672 -0.0972704 -0.0855405 -0.180787 -0.137413 0.326731 0.127389 0.207021
354 0 0.107484 0.0818795 -0.358095 -0.0762444 -0.0808227 -0.171914 -0.133791 0.325275 0.128029 0.207852
355 -0.392471 0.0309194 0.0447016 -0.384813 -0.0537108 -0.0754348 -0.163063 -0.130097 0.323812 0.12867 0.208684
356 0 0 -0.0232524 -0.404889 -0.0293753 -0.0694148 -0.154245 -0.126331 0.322344 0.129313 0.209548
357 -0.0688961 0.0799078 -0.0859794 -0.415604 -0.00319187 -0.0628059 -0.145477 -0.122494 0.32087 0.129959 0.210433
358 0 0.249394 -0.109946 -0.415006 0.0246842 -0.055656 -0.13677 -0.11859 0.319391 0.130606 0.211356
359 0.051851 0.221118 -0.077708 -0.402276 0.053941 -0.0480174 -0.128139 -0.114618 0.317907 0.131254 0.212299
360 0 0 0 -0.377925 0.0841501 -0.0399463 -0.119594 -0.11058 0.316418 0.131905 0.213255
361 -0.060427 -0.190149 0.0730945 -0.343818 0.114804 -0.0315023 -0.111149 -0.106479 0.314924 0.132557 0.214226
362 0 -0.149668 0.0844448 -0.303023 0.14535 -0.0227482 -0.102814 -0.102315 0.313426 0.133211 0.215212
363 0.474998 0.00949442 0.0294818 -0.259489 0.17522 -0.0137488 -0.0945998 -0.0980907 0.311923 0.133867 0.216203
364 0 0 -0.058864 -0.217547 0.203856 -0.00457088 -0.0865154 -0.0938069 0.310417 0.134525 0.217158
365 -0.220694 -0.144809 -0.133978 -0.181242 0.230736 0.00471764 -0.0785697 -0.0894655 0.308906 0.135184 0.218106
366 -0 -0.28606 -0.155496 -0.153489 0.255392 0.0140486 -0.0707702 -0.0850682 0.307392 0.135845 0.219065
367 -0.248612 -0.200475 -0.105361 -0.135054 0.277426 0.0233542 -0.0631236 -0.0806167 0.305874 0.136507 0.220033
368 0 0 0 -0.12337 0.296523 0.0325678 -0.0556353 -0.0761127 0.304353 0.137171 0.221019
369 0.406075 0.218468 0.104169 -0.112457 0.312462 0.041625 -0.0483096 -0.071558 0.302828 0.137837 0.222
370 0 0.343999 0.148906 -0.0985771 0.32512 0.0504643 -0.0411495 -0.0669542 0.301301 0.138504 0.22294
371 -0.114224 0.196749 0.119379 -0.0809145 0.334472 0.0590282 -0.0341566 -0.0623032 0.299771 0.139173 0.223844
372 0 0 0.037645 -0.060298 0.340597 0.0672643 -0.0273312 -0.0576068 0.298239 0.139844 0.22473
373 0.178712 -0.195264 -0.0525509 -0.0385284 0.343666 0.0751261 -0.020672 -0.0528667 0.296704 0.140516 0.225606
374 0 -0.339215 -0.103467 -0.0178151 0.343937 0.0825745 -0.014176 -0.0480849 0.295167 0.141189 0.226476
375 -0.466344 -0.21418 -0.0835337 -0.000321037 0.341743 0.0895786 -0.00783868 -0.0432631 0.293628 0.141864 0.227362
376 0 0 0 0.0121825 0.33748 0.0961173 -0.00165368 -0.0384032 0.292087 0.142541 0.228274
377 0.472163 0.229052 0.092942 0.018553 0.331583 0.10218 0.00438724 -0.0335072 0.290545 0.143219 0.229177
378 -0 0.387106 0.155471 0.0184045 0.324506 0.107769 0.0102943 -0.0285769 0.289002 0.143899 0.230039
379 -0.48232 0.238197 0.167765 0.0121262 0.316699 0.1129 0.0160797 -0.0236142 0.287457 0.14458 0.230861
380 0 0 0.129813 0.000792998 0.308577 0.117602 0.0217579 -0.018621 0.285912 0.145262 0.231678
381 0.473505 -0.197497 0.0626798 -0.014034 0.300486 0.121923 0.0273454 -0.0135994 0.284366 0.145946 0.232487
382 0 -0.256046 0.00121731 -0.0306151 0.292672 0.125928 0.0328612 -0.0085512 0.282819 0.146631 0.233286
383 -0.46462 -0.111559 -0.0217841 -0.0474491 0.285234 0.129701 0.0383268 -0.00347844 0.281272 0.147317 0.234109
384 0 0 0 -0.0637988 0.278089 0.133347 0.043766 0.00161692 0.279724 0.148005 0.234959
385 0.19823 -0.0229163 0.0298195 -0.0783723 0.271178 0.136961 0.0492051 0.00673288 0.278177 0.148694 0.235802
386 0 -0.176981 0.0431973 -0.0847217 0.265179 0.140515 0.0546698 0.0118674 0.27663 0.149385 0.236637
387 0.214309 -0.190705 0.0357211 -0.0781134 0.260711 0.143952 0.0601832 0.0170186 0.275084 0.150077 0.237501
388 0 0 0.0132078 -0.0569645 0.25812 0.147218 0.0657658 0.0221843 0.273538 0.15077 0.238385
389 -0.406777 0.265528 -0.0122746 -0.022161 0.257517 0.150263 0.0714359 0.0273626 0.271993 0.151464 0.239287
390 0 0.417921 -0.0272551 0.0235829 0.258823 0.153037 0.0772091 0.0325514 0.270449 0.15216 0.240216
391 0.151456 0.238915 -0.0225795 0.0763204 0.261809 0.155498 0.0830989 0.0377487 0.268906 0.152857 0.241135
392 0 0 0 0.131426 0.266126 0.157604 0.0891167 0.0429524 0.267364 0.153555 0.242055
393 -0.0119194 -0.151229 0.0127023 0.184107 0.271344 0.159318 0.0952718 0.0481605 0.265824 0.154254 0.242985
394 0 -0.135559 -0.0273405 0.229868 0.276976 0.160606 0.101572 0.0533709 0.264286 0.154954 0.243913
395 -0.138499 -0.0123949 -0.108682 0.264939 0.28251 0.161439 0.108021 0.0585816 0.26275 0.155656 0.24483
396 0 0 -0.189013 0.286654 0.28743 0.161791 0.114625 0.0637905 0.261216 0.156358 0.245736
397 0.466883 -0.0991333 -0.226854 0.293787 0.291238 0.16164 0.121384 0.0689955 0.259684 0.157062 0.246639
398 0 -0.223576 -0.200804 0.286855 0.293471 0.160968 0.128299 0.0741946 0.258155 0.157767 0.247523
399 -0.484085 -0.17073 -0.116311 0.268361 0.29372 0.159759 0.13537 0.0793858 0.256628 0.158473 0.248418
400 0 0 0 0.243007 0.29164 0.158004 0.142592 0.0845669 0.255104 0.15918 0.249338
401 0.11803 0.103991 0.130711 0.214498 0.286958 0.155697 0.149964 0.0897359 0.253583 0.159888 0.250241
402 0 0.00866694 0.280401 0.177257 0.279485 0.152833 0.157478 0.0948908 0.252066 0.160597 0.251117
403 0.377852 -0.0935295 0.403202 0.128508 0.269115 0.149415 0.16513 0.100029 0.250552 0.161307 0.251981
404 0 0 0.445325 0.0701068 0.255828 0.145447 0.172911 0.10515 0.249041 0.162018 0.252811
405 -0.0757106 0.104306 0.387343 0.00673431 0.239691 0.140937 0.180814 0.11025 0.247534 0.16273 0.253614
406 0 0.0260342 0.257121 -0.0556204 0.220848 0.135898 0.188828 0.115328 0.246031 0.163443 0.254385
407 0.00458792 -0.0728817 0.113397 -0.110899 0.199516 0.130345 0.196943 0.120381 0.244532 0.164157 0.255148
408 0 0 -0 -0.153931 0.175976 0.124297 0.205149 0.125408 0.243037 0.164872 0.255931
409 0.0173682 0.167019 -0.105396 -0.181109 0.150556 0.117776 0.213434 0.130406 0.241547 0.165587 0.256727
410 0 0.277099 -0.212899 -0.190778 0.123617 0.110807 0.221785 0.135374 0.240061 0.166304 0.257525
411 -0.291116 0.167448 -0.289369 -0.183355 0.0955357 0.103419 0.230189 0.14031 0.23858 0.167021 0.258316
412 0 0 -0.302926 -0.161151 0.0666786 0.0956428 0.238632 0.145211 0.237104 0.16774 0.259136
413 -0.0776111 -0.0797741 -0.248387 -0.127925 0.0373815 0.087512 0.247101 0.150076 0.235633 0.168459 0.259972
414 0 0.00522334 -0.152742 -0.0881475 0.00791957 0.0790627 0.25558 0.154902 0.234166 0.169178 0.260833
415 0.264789 0.0860788 -0.0606545 -0.0459881 -0.0215221 0.0703334 0.264056 0.159688 0.232706 0.169899 0.261694
416 -0 0 0 -0.00401761 -0.0508822 0.0613644 0.272513 0.164432 0.231251 0.17062 0.262523
417 -0.282451 -0.112494 0.0575442 0.0370025 -0.0803911 0.052198 0.280936 0.169132 0.229801 0.171342 0.263344
418 0 -0.090282 0.13555 0.0737432 -0.110765 0.0428778 0.289309 0.173786 0.228357 0.172065 0.26418
419 0.428208 0.00352028 0.210298 0.102084 -0.142447 0.0334488 0.297617 0.178391 0.226919 0.172789 0.265009
420 0 0 0.247565 0.118603 -0.175492 0.0239571 0.305844 0.182947 0.225487 0.173513 0.26579
421 -0.226382 0.00720841 0.229182 0.121007 -0.209652 0.0144495 0.313974 0.187451 0.224062 0.174238 0.266546
422 0 0.12483 0.163269 0.108424 -0.244442 0.00497302 0.321992 0.191902 0.222642 0.174963 0.26729
423 -0.163109 0.143465 0.0781604 0.0815354 -0.27921 -0.00442498 0.329882 0.196297 0.221229 0.17569 0.268
424 0 0 0 0.042556 -0.313198 -0.0136974 0.33763 0.200635 0.219823 0.176416 0.268695
425 -0.00732349 -0.159267 -0.0694262 -0.00492985 -0.345591 -0.0227979 0.345219 0.204914 0.218423 0.177144 0.26938
426 0 -0.175713 -0.114991 -0.0562886 -0.375575 -0.0316807 0.352634 0.209133 0.217031 0.177872 0.270077
427 0.402672 -0.0528247 -0.122222 -0.106308 -0.40237 -0.0403015 0.359862 0.213289 0.215645 0.1786 0.270802
428 0 0 -0.0921051 -0.149816 -0.425273 -0.0486177 0.366887 0.217381 0.214266 0.179329 0.271523
429 1.56895e-06 0.0664391 -0.0412834 -0.182457 -0.443687 -0.0565886 0.373695 0.221408 0.212895 0.180059 0.272269
430 0 0.219553 0.0038178 -0.20161 -0.457142 -0.0641762 0.380273 0.225367 0.211531 0.180789 0.273036
431 -0.301281 0.198569 0.0189382 -0.207469 -0.465321 -0.0713451 0.386608 0.229257 0.210174 0.181519 0.273794
432 0 0 0 -0.204262 -0.468065 -0.0780633 0.392686 0.233077 0.208825 0.18225 0.274558
433 0.310354 -0.164206 -0.017185 -0.199794 -0.465385 -0.0843028 0.398495 0.236825 0.207483 0.182982 0.275332
434 0 -0.108903 0.00587269 -0.198497 -0.457461 -0.0900395 0.404023 0.240499 0.206149 0.183713 0.27612
435 -0.116122 0.0327574 0.0627527 -0.202632 -0.444635 -0.0952541 0.409259 0.244098 0.204823 0.184446 0.276925
436 0 0 0.12331 -0.213498 -0.427404 -0.0999326 0.414192 0.24762 0.203505 0.185178 0.277722
437 -0.0684651 -0.177765 0.156148 -0.23148 -0.406399 -0.104067 0.418812 0.251064 0.202195 0.185911 0.278495
438 0 -0.35804 0.142966 -0.256136 -0.382362 -0.107654 0.423109 0.25443 0.200893 0.186644 0.279255
